2021-06-05 10:43:06,087 - root - INFO - Namespace(K=20, K1=10, aggregation_type='bi-interaction', cf_batch_size=16, cf_l2loss_lambda=1e-05, cf_print_every=100, conv_dim_list='[64, 32, 16]', data_dir='datasets/', data_name='yelp2018', entity_dim=64, evaluate_every=1, fine_tuning_batch_size=16, kg_batch_size=1024, kg_l2loss_lambda=1e-05, kg_print_every=100, local_lr=0.0001, local_rank=0, lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', n_epoch=1000, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', relation_dim=64, save_dir='trained_model/KGAT/yelp2018/entitydim64_relationdim64_bi-interaction_64-32-16_lr0.0001_pretrain1/', seed=123, stopping_steps=30, test_batch_size=5000, use_pretrain=1)
2021-06-05 10:43:10,709 - numexpr.utils - INFO - Note: NumExpr detected 20 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2021-06-05 10:43:10,710 - numexpr.utils - INFO - NumExpr defaulting to 8 threads.
2021-06-05 10:48:30,262 - root - INFO - n_users:            45919
2021-06-05 10:48:30,263 - root - INFO - n_items:            45538
2021-06-05 10:48:30,263 - root - INFO - n_entities:         136499
2021-06-05 10:48:30,263 - root - INFO - n_users_entities:   182418
2021-06-05 10:48:30,263 - root - INFO - n_relations:        86
2021-06-05 10:48:30,263 - root - INFO - n_cf_train:         357219
2021-06-05 10:48:30,263 - root - INFO - n_cf_test:          237300
2021-06-05 10:48:30,263 - root - INFO - n_kg_train:         4421846
2021-06-05 10:48:30,263 - root - INFO - n_kg_test:          4182008
2021-06-05 10:53:46,098 - root - INFO - n_users:            45919
2021-06-05 10:53:46,098 - root - INFO - n_items:            45538
2021-06-05 10:53:46,098 - root - INFO - n_entities:         136499
2021-06-05 10:53:46,098 - root - INFO - n_users_entities:   182418
2021-06-05 10:53:46,098 - root - INFO - n_relations:        86
2021-06-05 10:53:46,098 - root - INFO - n_cf_train:         127142
2021-06-05 10:53:46,098 - root - INFO - n_cf_test:          69580
2021-06-05 10:53:46,098 - root - INFO - n_kg_train:         3961692
2021-06-05 10:53:46,098 - root - INFO - n_kg_test:          3846568
2021-06-05 10:54:02,277 - root - INFO - KGAT(
  (relation_embed): Embedding(86, 64)
  (entity_user_embed): Embedding(182418, 64)
  (aggregator_layers): ModuleList(
    (0): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=64, out_features=64, bias=True)
      (W2): Linear(in_features=64, out_features=64, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
    (1): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=64, out_features=32, bias=True)
      (W2): Linear(in_features=64, out_features=32, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
    (2): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (W1): Linear(in_features=32, out_features=16, bias=True)
      (W2): Linear(in_features=32, out_features=16, bias=True)
      (activation): LeakyReLU(negative_slope=0.01)
    )
  )
)
2021-06-05 10:54:05,432 - root - INFO - Meta Training: Epoch 0001 Iter 0000 / 1484 | Time 3.1s | Iter Loss 0.8459
2021-06-05 10:58:34,854 - root - INFO - Meta Training: Epoch 0001 Iter 0100 / 1484 | Time 2.7s | Iter Loss 0.6909
2021-06-05 11:03:05,722 - root - INFO - Meta Training: Epoch 0001 Iter 0200 / 1484 | Time 2.7s | Iter Loss 0.8513
2021-06-05 11:07:35,269 - root - INFO - Meta Training: Epoch 0001 Iter 0300 / 1484 | Time 2.7s | Iter Loss 0.5733
2021-06-05 11:12:04,784 - root - INFO - Meta Training: Epoch 0001 Iter 0400 / 1484 | Time 2.7s | Iter Loss 0.4897
2021-06-05 11:16:34,264 - root - INFO - Meta Training: Epoch 0001 Iter 0500 / 1484 | Time 2.7s | Iter Loss 0.5562
2021-06-05 11:21:03,759 - root - INFO - Meta Training: Epoch 0001 Iter 0600 / 1484 | Time 2.7s | Iter Loss 0.5130
2021-06-05 11:25:34,638 - root - INFO - Meta Training: Epoch 0001 Iter 0700 / 1484 | Time 2.7s | Iter Loss 0.4182
2021-06-05 11:30:04,206 - root - INFO - Meta Training: Epoch 0001 Iter 0800 / 1484 | Time 2.7s | Iter Loss 0.4315
2021-06-05 11:34:34,077 - root - INFO - Meta Training: Epoch 0001 Iter 0900 / 1484 | Time 2.7s | Iter Loss 0.5738
2021-06-05 11:39:03,990 - root - INFO - Meta Training: Epoch 0001 Iter 1000 / 1484 | Time 2.7s | Iter Loss 0.4185
2021-06-05 11:43:34,997 - root - INFO - Meta Training: Epoch 0001 Iter 1100 / 1484 | Time 2.7s | Iter Loss 0.6269
2021-06-05 11:48:05,958 - root - INFO - Meta Training: Epoch 0001 Iter 1200 / 1484 | Time 2.8s | Iter Loss 0.2646
2021-06-05 11:52:38,281 - root - INFO - Meta Training: Epoch 0001 Iter 1300 / 1484 | Time 2.7s | Iter Loss 0.3700
2021-06-05 11:57:07,847 - root - INFO - Meta Training: Epoch 0001 Iter 1400 / 1484 | Time 2.7s | Iter Loss 0.3818
2021-06-05 12:00:50,455 - root - INFO - Meta Training: Epoch 0001 Total Iter 1484 | Total Time 4008.1s | Iter Mean Loss 0.5544
2021-06-05 12:01:28,206 - root - INFO - Fine-tuning Evaluation: Epoch 0000 | Total Time 37.8s | Precision10 0.0843 Recall10 0.0843 NDCG10 0.0935 Precision20 0.0680 Recall20 0.1359 NDCG20 0.1220
2021-06-05 12:01:28,266 - root - INFO - Save model on epoch 0000!
2021-06-05 12:02:04,108 - root - INFO - Fine-tuning Evaluation: Epoch 0001 | Total Time 35.8s | Precision10 0.0820 Recall10 0.0820 NDCG10 0.0913 Precision20 0.0664 Recall20 0.1328 NDCG20 0.1193
2021-06-05 12:02:39,944 - root - INFO - Fine-tuning Evaluation: Epoch 0002 | Total Time 35.8s | Precision10 0.0813 Recall10 0.0813 NDCG10 0.0903 Precision20 0.0656 Recall20 0.1311 NDCG20 0.1178
2021-06-05 12:03:15,776 - root - INFO - Fine-tuning Evaluation: Epoch 0003 | Total Time 35.8s | Precision10 0.0807 Recall10 0.0807 NDCG10 0.0896 Precision20 0.0651 Recall20 0.1302 NDCG20 0.1169
